SYMBOL;Name;LastSale;MarketCap;IPOyear;Sector;industry
SVBI;Severn Bancorp Inc;5.75;$58.01M;n/a;Finance;Major Banks
SFXE;SFX Entertainment, Inc.;0.2754;$27.23M;2013;Consumer Services;Services-Misc. Amusement & Recreation
SGOC;SGOCO Group, Ltd;0.3648;$6.35M;2010;Technology;Radio And Television Broadcasting And Communications Equipment
SMED;Sharps Compliance Corp;8.82;$136.6M;n/a;Basic Industries;Environmental Services
SHSP;SharpSpring, Inc.;3.41;$24.66M;n/a;Technology;Advertising
SHEN;Shenandoah Telecommunications Co;43.66;$1.06B;n/a;Public Utilities;Telecommunications Equipment
SHLO;Shiloh Industries, Inc.;5.65;$97.46M;1993;Capital Goods;Industrial Specialties
SHPG;Shire plc;196.48;$39.34B;n/a;Health Care;Major Pharmaceuticals
SCVL;Shoe Carnival, Inc.;24.02;$479.25M;1993;Consumer Services;Clothing/Shoe/Accessory Stores
SHBI;Shore Bancshares Inc;10.74;$135.66M;n/a;Finance;Major Banks
SHOR;ShoreTel, Inc.;9.44;$619.19M;2007;Public Utilities;Telecommunications Equipment
SFLY;Shutterfly, Inc.;44.98;$1.58B;2006;Miscellaneous;Other Consumer Services
SIFI;SI Financial Group, Inc.;13.36;$163.24M;n/a;Finance;Savings Institutions
SIEB;Siebert Financial Corp.;1.29;$28.49M;n/a;Finance;Investment Bankers/Brokers/Service
SIEN;Sientra, Inc.;5.55;$99.86M;2014;Health Care;Industrial Specialties
BSRR;Sierra Bancorp;17.96;$237.93M;n/a;Finance;Major Banks
SWIR;Sierra Wireless, Inc.;15.66;$505.29M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
SIFY;Sify Technologies Limited;1.01;$180.32M;n/a;Technology;Computer Software: Programming, Data Processing
SIGM;Sigma Designs, Inc.;6.48;$236.21M;1986;Technology;Semiconductors
SGMA;SigmaTron International, Inc.;7.7699;$32.4M;1994;Technology;Electrical Products
SGNL;Signal Genetics, Inc.;0.75;$7.98M;2014;Health Care;Medical Specialities
SBNY;Signature Bank;151.4;$7.7B;2004;Finance;Major Banks
SBNYW;Signature Bank;126.67;n/a;n/a;Finance;Major Banks
SLGN;Silgan Holdings Inc.;52.62;$3.18B;1997;Consumer Durables;Containers/Packaging
SILC;Silicom Ltd;26.88;$195.54M;n/a;Technology;Computer Communications Equipment
SGI;Silicon Graphics International Corp;5.5;$195.06M;n/a;Technology;Computer Manufacturing
SLAB;Silicon Laboratories, Inc.;50.14;$2.08B;2000;Technology;Semiconductors
SIMO;Silicon Motion Technology Corporation;32.63;$1.11B;2005;Technology;Semiconductors
SPIL;Siliconware Precision Industries Company, Ltd.;7.96;$4.98B;n/a;Technology;Semiconductors
SSRI;Silver Standard Resources Inc.;5.07;$409.79M;n/a;Basic Industries;Precious Metals
SAMG;Silvercrest Asset Management Group Inc.;11.23;$142.45M;2013;Finance;Investment Managers
SFNC;Simmons First National Corporation;51.76;$1.55B;n/a;Finance;Major Banks
SLP;Simulations Plus, Inc.;9.2399;$157.04M;n/a;Technology;EDP Services
SINA;Sina Corporation;50.6;$3.04B;n/a;Technology;Computer Software: Prepackaged Software
SBGI;Sinclair Broadcast Group, Inc.;31.61;$2.99B;1995;Consumer Services;Broadcasting
SINO;Sino-Global Shipping America, Ltd.;0.96;$8.02M;n/a;Transportation;Oil Refining/Marketing
SVA;Sinovac Biotech, Ltd.;5.64;$314.77M;n/a;Health Care;Major Pharmaceuticals
SIRI;Sirius XM Holdings Inc.;4.02;$20.95B;n/a;Consumer Services;Broadcasting
SIRO;Sirona Dental Systems, Inc.;109.02;$6.09B;n/a;Health Care;Medical/Dental Instruments
SRVA;SIRVA, Inc.;n/a;n/a;n/a;n/a;n/a
SITO;SITO Mobile, Ltd.;2.3;$39.46M;n/a;Miscellaneous;Business Services
SZMK;Sizmek Inc.;3.91;$115.67M;n/a;Consumer Services;Advertising
SKUL;Skullcandy, Inc.;4.64;$132.38M;2011;Consumer Non-Durables;Consumer Electronics/Appliances
SKYS;Sky Solar Holdings, Ltd.;5.4;$263.27M;2014;Public Utilities;Electric Utilities: Central
SKLN;Skyline Medical Inc.;3.29;$17.12M;n/a;Health Care;Industrial Specialties
SKLNU;Skyline Medical Inc.;7.5;n/a;n/a;Health Care;Industrial Specialties
MOBI;Sky-mobi Limited;2.51;$70.53M;2010;Technology;Computer Software: Prepackaged Software
SPU;SkyPeople Fruit Juice, Inc.;0.69;$18.4M;n/a;Consumer Non-Durables;Packaged Foods
SKYW;SkyWest, Inc.;20.39;$1.03B;1986;Transportation;Air Freight/Delivery Services
SWKS;Skyworks Solutions, Inc.;78.41;$14.99B;n/a;Technology;Semiconductors
ISM;SLM Corporation;22.5;n/a;n/a;Finance;Finance: Consumer Services
JSM;SLM Corporation;16.34;n/a;n/a;Finance;Finance: Consumer Services
OSM;SLM Corporation;23.539;n/a;n/a;Finance;Finance: Consumer Services
SLM;SLM Corporation;6.36;$2.71B;n/a;Finance;Finance: Consumer Services
SLMAP;SLM Corporation;42.042;$138.74M;n/a;Finance;Finance: Consumer Services
SLMBP;SLM Corporation;40.62;$162.48M;n/a;Finance;Finance: Consumer Services
SMT;SMART Technologies Inc.;0.26;$31.83M;n/a;Technology;Computer peripheral equipment
SMBK;SmartFinancial, Inc.;15.505;$88.93M;n/a;Finance;Major Banks
SWHC;Smith & Wesson Holding Corporation;22.21;$1.21B;n/a;Capital Goods;Ordnance And Accessories
SMSI;Smith Micro Software, Inc.;0.695;$32.04M;1995;Technology;Computer Software: Prepackaged Software
SMTX;SMTC Corporation;1.56;$25.61M;2000;Technology;Electrical Products
LNCE;Snyder&#39;;;;;
SODA;SodaStream International Ltd.;17.16;$361.02M;2010;Consumer Durables;Consumer Electronics/Appliances
SOHU;Sohu.com Inc.;58.1;$2.24B;n/a;Technology;EDP Services
SLRC;Solar Capital Ltd.;16.49;$700.25M;2010;n/a;n/a
SUNS;Solar Senior Capital Ltd.;14.77;$170.35M;n/a;n/a;n/a
SLTD;Solar3D, Inc.;3.36;$59.77M;n/a;Public Utilities;Telecommunications Equipment
SCTY;SolarCity Corporation;51.32;$5.01B;2012;Basic Industries;Engineering & Construction
SEDG;SolarEdge Technologies, Inc.;27.68;$1.09B;2015;Technology;Semiconductors
SZYM;Solazyme, Inc.;2.72;$219.07M;2011;Basic Industries;Major Chemicals
SONC;Sonic Corp.;31.53;$1.57B;1991;Consumer Services;Restaurants
SOFO;Sonic Foundry, Inc.;5.05;$22.04M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
SONS;Sonus Networks, Inc.;7;$348.18M;n/a;Technology;EDP Services
SPHS;Sophiris Bio, Inc.;1.74;$29.31M;2013;n/a;n/a
SORL;SORL Auto Parts, Inc.;2.56;$49.42M;n/a;Capital Goods;Auto Parts:O.E.M.
SRNE;Sorrento Therapeutics, Inc.;9.79;$369.74M;n/a;Health Care;Biotechnology: Commercial Physical & Biological Resarch
SOHO;Sotherly Hotels Inc.;6.33;$91.73M;n/a;Consumer Services;Real Estate Investment Trusts
SOHOL;Sotherly Hotels LP;25.45;n/a;n/a;Consumer Services;Hotels/Resorts
SOHOM;Sotherly Hotels LP;26;n/a;n/a;Consumer Services;Hotels/Resorts
SFBC;Sound Financial Bancorp, Inc.;22.6;$55.73M;n/a;Finance;Savings Institutions
SSB;South State Corporation;71.06;$1.72B;n/a;Finance;Major Banks
SOCB;Southcoast Financial Corporation;15.25;$108.33M;n/a;Finance;Major Banks
SFST;Southern First Bancshares, Inc.;21.8724;$136.55M;n/a;Finance;Major Banks
SMBC;Southern Missouri Bancorp, Inc.;24;$178.19M;n/a;Finance;Banks
SONA;Southern National Bancorp of Virginia, Inc.;12.9499;$158.02M;n/a;Finance;Major Banks
SBSI;Southside Bancshares, Inc.;24.47;$620.87M;n/a;Finance;Major Banks
OKSB;Southwest Bancorp, Inc.;17.8;$358.36M;1993;Finance;Major Banks
SP;SP Plus Corporation;24.89;$553.34M;n/a;Consumer Services;Rental/Leasing Companies
SPAN;Span-America Medical Systems, Inc.;19.25;$57.53M;1983;Health Care;Industrial Specialties
SBSA;Spanish Broadcasting System, Inc.;3.4;$22.12M;1999;Consumer Services;Broadcasting
SGRP;SPAR Group, Inc.;1.05;$21.58M;n/a;Miscellaneous;Business Services
SPKE;Spark Energy, Inc.;19.41;$268.77M;2014;Public Utilities;Power Generation
ONCE;Spark Therapeutics, Inc.;44.64;$1.1B;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
SPAR;Spartan Motors, Inc.;3.4;$116.55M;n/a;Capital Goods;Auto Manufacturing
SPTN;SpartanNash Company;21.59;$811.69M;n/a;Consumer Non-Durables;Food Distributors
SPPI;Spectrum Pharmaceuticals, Inc.;5.98;$402.69M;n/a;Health Care;Major Pharmaceuticals
SPDC;Speed Commerce, Inc.;0.059;$5.17M;n/a;Technology;Retail: Computer Software & Peripheral Equipment
ANY;Sphere 3D Corp.;1.7;$69.72M;n/a;Technology;EDP Services
SPEX;Spherix Incorporated;0.1513;$5.21M;n/a;Miscellaneous;Multi-Sector Companies
SAVE;Spirit Airlines, Inc.;42.35;$3.03B;2011;Transportation;Air Freight/Delivery Services
SPLK;Splunk Inc.;54.37;$7.05B;2012;Technology;Computer Software: Prepackaged Software
SPOK;Spok Holdings, Inc.;18.57;$390M;n/a;Public Utilities;Telecommunications Equipment
SPWH;Sportsman&#39;;;;;
FUND;Sprott Focus Trust, Inc.;5.73;$130.25M;n/a;Consumer Services;Miscellaneous
SFM;Sprouts Farmers Market, Inc.;26.09;$4.01B;2013;Consumer Services;Food Chains
SPSC;SPS Commerce, Inc.;70.49;$1.17B;2010;Technology;Computer Software: Prepackaged Software
SSNC;SS&C Technologies Holdings, Inc.;67.78;$6.77B;2010;Technology;Computer Software: Prepackaged Software
STAA;STAAR Surgical Company;7.46;$297.57M;n/a;Health Care;Ophthalmic Goods
STAF;Staffing 360 Solutions, Inc.;3.5;$16.17M;1996;Technology;Professional Services
STMP;Stamps.com Inc.;109.88;$1.82B;1999;Miscellaneous;Business Services
STLY;Stanley Furniture Company, Inc.;2.72;$40.56M;n/a;Consumer Durables;Home Furnishings
SPLS;Staples, Inc.;9.43;$6.07B;1989;Consumer Services;Other Specialty Stores
SBLK;Star Bulk Carriers Corp.;0.6785;$148.55M;n/a;Transportation;Marine Transportation
SBLKL;Star Bulk Carriers Corp.;10.06;n/a;n/a;Transportation;Marine Transportation
SBUX;Starbucks Corporation;59.99;$89.07B;1992;Consumer Services;Restaurants
STRZA;Starz;33.55;$3.41B;n/a;Consumer Services;Television Services
STRZB;Starz;33.54;$3.41B;n/a;Consumer Services;Television Services
STFC;State Auto Financial Corporation;21.1;$872.11M;1991;Finance;Property-Casualty Insurers
STBZ;State Bank Financial Corporation.;21.27;$761.73M;n/a;Finance;Major Banks
SNC;State National Companies, Inc.;9.91;$440.88M;n/a;Finance;Property-Casualty Insurers
STDY;SteadyMed Ltd.;2.64;$35.85M;2015;Health Care;Major Pharmaceuticals
GASS;StealthGas, Inc.;3.13;$129.97M;2005;Transportation;Marine Transportation
STLD;Steel Dynamics, Inc.;17.89;$4.33B;1996;Basic Industries;Steel/Iron Ore
SXCL;Steel Excel Inc.;12.86;$145.98M;n/a;Energy;Oilfield Services/Equipment
SMRT;Stein Mart, Inc.;7.19;$328.43M;1992;Consumer Services;Clothing/Shoe/Accessory Stores
SBOT;Stellar Biotechnologies, Inc.;7.24;$61M;n/a;Health Care;Major Pharmaceuticals
STEM;StemCells, Inc.;0.474;$51.57M;1992;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
STML;Stemline Therapeutics, Inc.;6.37;$114.65M;2013;Health Care;Major Pharmaceuticals
STXS;Stereotaxis, Inc.;0.82;$17.67M;2004;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
SRCL;Stericycle, Inc.;119.66;$10.17B;1996;Basic Industries;Environmental Services
SRCLP;Stericycle, Inc.;90.85;n/a;n/a;Basic Industries;Environmental Services
STRL;Sterling Construction Company Inc;6.31;$123.6M;n/a;Basic Industries;Military/Government/Technical
SHOO;Steven Madden, Ltd.;31.36;$1.96B;1993;Consumer Non-Durables;Shoe Manufacturing
SSFN;Stewardship Financial Corp;5.7001;$34.66M;n/a;Finance;Major Banks
SYBT;Stock Yards Bancorp, Inc.;37.99;$564.94M;n/a;Finance;Major Banks
BANX;StoneCastle Financial Corp;16.51;$107.47M;n/a;n/a;n/a
SGBK;Stonegate Bank;32.3;$408.53M;n/a;n/a;n/a
SSYS;Stratasys, Ltd.;25.52;$1.33B;1994;Technology;Computer peripheral equipment
STRT;Strattec Security Corporation;57.8;$205.87M;n/a;Capital Goods;Auto Parts:O.E.M.
STRS;Stratus Properties, Inc.;17.2;$138.76M;n/a;Consumer Services;Homebuilding
STRA;Strayer Education, Inc.;61.39;$676.96M;1996;Consumer Services;Other Consumer Services
STRM;Streamline Health Solutions, Inc.;1.3001;$24.42M;n/a;Technology;EDP Services
SBBP;Strongbridge Biopharma plc;7.26;$153.95M;2015;Health Care;Major Pharmaceuticals
STB;Student Transportation Inc;3.59;$346.91M;n/a;Transportation;Other Transportation
SCMP;Sucampo Pharmaceuticals, Inc.;18.41;$834.29M;2007;Health Care;Major Pharmaceuticals
SUMR;Summer Infant, Inc.;1.98;$36.31M;n/a;Consumer Durables;Miscellaneous manufacturing industries
SMMF;Summit Financial Group, Inc.;11.4399;$124.1M;n/a;Finance;Major Banks
SSBI;Summit State Bank;13.55;$64.81M;2006;n/a;n/a
SMMT;Summit Therapeutics plc;10.8;$132.39M;2015;Health Care;Major Pharmaceuticals
SNBC;Sun Bancorp, Inc.;20.79;$388.14M;n/a;Finance;Commercial Banks
SNHY;Sun Hydraulics Corporation;31.64;$845.18M;1997;Capital Goods;Metal Fabrications
SNDE;Sundance Energy Australia Limited;n/a;n/a;n/a;n/a;n/a
SEMI;SunEdison Semiconductor Limited;8.24;$345.75M;2014;Technology;Semiconductors
SNSS;Sunesis Pharmaceuticals, Inc.;0.9543;$72.02M;2005;Health Care;Major Pharmaceuticals
STKL;SunOpta, Inc.;6.76;$576.86M;n/a;Consumer Services;Farming/Seeds/Milling
SPWR;SunPower Corporation;29.89;$4.08B;2005;Technology;Semiconductors
RUN;Sunrun Inc.;11.6;$1.17B;2015;Capital Goods;Industrial Specialties
SBCP;Sunshine Bancorp, Inc.;15.061;$66.29M;2014;Finance;Savings Institutions
SSH;Sunshine Heart Inc;1.2;$22.01M;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMCI;Super Micro Computer, Inc.;24.05;$1.14B;2007;Technology;Computer Manufacturing
SPCB;SuperCom, Ltd.;4.46;$72.55M;n/a;Technology;Semiconductors
SCON;Superconductor Technologies Inc.;0.2;$6.35M;1993;Technology;Radio And Television Broadcasting And Communications Equipment
SGC;Superior Uniform Group, Inc.;15.82;$219.22M;n/a;Consumer Non-Durables;Apparel
SUPN;Supernus Pharmaceuticals, Inc.;14.1;$689.82M;2012;Health Care;Major Pharmaceuticals
SPRT;support.com, Inc.;1.07;$58.55M;2000;Technology;EDP Services
SGRY;Surgery Partners, Inc.;20.95;$1.01B;2015;Health Care;Hospital/Nursing Management
SCAI;Surgical Care Affiliates, Inc.;40;$1.58B;2013;Health Care;Medical Specialities
SRDX;SurModics, Inc.;20.65;$267.3M;1998;Health Care;Medical/Dental Instruments
SBBX;Sussex Bancorp;13.63;$63.32M;n/a;Finance;Major Banks
TOR;Sutor Technology Group Limited;0.6116;$1.04M;n/a;Capital Goods;Steel/Iron Ore
SIVB;SVB Financial Group;119.8;$6.17B;n/a;Finance;Major Banks
SIVBO;SVB Financial Group;25.7001;n/a;n/a;Finance;Major Banks
SWSH;Swisher Hygiene, Inc.;1;$17.68M;n/a;Basic Industries;Package Goods/Cosmetics
SYKE;Sykes Enterprises, Incorporated;31.14;$1.33B;1996;Technology;EDP Services
SYMC;Symantec Corporation;20.525;$13.87B;1989;Technology;Computer Software: Prepackaged Software
SSRG;Symmetry Surgical Inc.;9.13;$94.4M;n/a;Health Care;Industrial Specialties
SYNC;Synacor, Inc.;1.71;$51.21M;2012;Technology;Computer Software: Programming, Data Processing
SYNL;Synalloy Corporation;6.43;$56.06M;n/a;Basic Industries;Steel/Iron Ore
SYNA;Synaptics Incorporated;81.48;$2.95B;2002;Technology;EDP Services
SNCR;Synchronoss Technologies, Inc.;36.02;$1.59B;2006;Technology;EDP Services
SNDX;Syndax Pharmaceuticals, Inc.;n/a;n/a;n/a;n/a;n/a
SGYP;Synergy Pharmaceuticals, Inc.;5.81;$660.44M;n/a;Health Care;Major Pharmaceuticals
SGYPU;Synergy Pharmaceuticals, Inc.;14.3;$26M;n/a;Health Care;Major Pharmaceuticals
SGYPW;Synergy Pharmaceuticals, Inc.;1.8;n/a;n/a;Health Care;Major Pharmaceuticals
ELOS;Syneron Medical Ltd.;7.74;$282.72M;2004;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNPS;Synopsys, Inc.;45.34;$6.87B;1992;Technology;Computer Software: Prepackaged Software
SNTA;Synta Pharmaceuticals Corp.;0.3202;$44.12M;2007;Health Care;Major Pharmaceuticals
SYNT;Syntel, Inc.;44.7;$3.75B;1997;Technology;EDP Services
SYMX;Synthesis Energy Systems, Inc.;0.9801;$85.17M;n/a;Basic Industries;Major Chemicals
SYUT;Synutra International, Inc.;5.09;$291.09M;n/a;Consumer Non-Durables;Packaged Foods
SYPR;Sypris Solutions, Inc.;1.08;$22.45M;n/a;Capital Goods;Industrial Machinery/Components
SYRX;Sysorex Global Holding Corp.;0.5507;$13.92M;2014;Technology;EDP Services
TROW;T. Rowe Price Group, Inc.;70.91;$17.81B;1986;Finance;Investment Bankers/Brokers/Service
TTOO;T2 Biosystems, Inc.;10.67;$217.5M;2014;Health Care;Medical/Dental Instruments
TAIT;Taitron Components Incorporated;0.9735;$5.39M;1995;Consumer Non-Durables;Electronic Components
TTWO;Take-Two Interactive Software, Inc.;35.27;$2.98B;1997;Technology;Computer Software: Prepackaged Software
TLMR;Talmer Bancorp, Inc.;17.93;$1.19B;2014;Finance;Major Banks
TNDM;Tandem Diabetes Care, Inc.;12.03;$361.8M;2013;Health Care;Medical/Dental Instruments
TLF;Tandy Leather Factory, Inc.;7.2;$70.22M;n/a;Consumer Non-Durables;Apparel
TNGO;Tangoe, Inc.;8.5;$335.16M;2011;Technology;Computer Software: Prepackaged Software
TANH;Tantech Holdings Ltd.;5.22;$112.75M;2015;Basic Industries;Major Chemicals
TEDU;Tarena International, Inc.;11.03;$600.39M;2014;Consumer Services;Other Consumer Services
TASR;TASER International, Inc.;17.5;$938.74M;n/a;Capital Goods;Ordnance And Accessories
TATT;TAT Technologies Ltd.;7.297;$64.27M;n/a;Capital Goods;Aerospace
TAYD;Taylor Devices, Inc.;14.7894;$49.88M;n/a;Capital Goods;Industrial Machinery/Components
TCPC;TCP Capital Corp.;14.07;$687.63M;2012;n/a;n/a
AMTD;TD Ameritrade Holding Corporation;34.73;$18.64B;1997;Finance;Investment Bankers/Brokers/Service
TEAR;TearLab Corporation;1.44;$48.62M;n/a;Health Care;Medical/Dental Instruments
TECD;Tech Data Corporation;66.32;$2.33B;1986;Technology;Retail: Computer Software & Peripheral Equipment
TCCO;Technical Communications Corporation;2.9412;$5.41M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
TTGT;TechTarget, Inc.;8;$258.49M;2007;Miscellaneous;Business Services
TGLS;Tecnoglass Inc.;13.5;$359.99M;2012;Consumer Durables;Electronic Components
TGEN;Tecogen Inc.;3.01;$52.94M;2014;Capital Goods;Industrial Machinery/Components
TSYS;TeleCommunication Systems, Inc.;4.98;$305.17M;2000;Technology;Computer Software: Prepackaged Software
TNAV;TeleNav, Inc.;6.07;$248M;2010;Capital Goods;Industrial Machinery/Components
TTEC;TeleTech Holdings, Inc.;28.35;$1.37B;1996;Technology;Professional Services
TLGT;Teligent, Inc.;8.05;$425.63M;n/a;Health Care;Major Pharmaceuticals
TENX;Tenax Therapeutics, Inc.;3.16;$88.86M;n/a;Health Care;Biotechnology: Commercial Physical & Biological Resarch
GLBL;TerraForm Global, Inc.;5.44;$968.61M;2015;Public Utilities;Electric Utilities: Central
TERP;TerraForm Power, Inc.;12.39;$1.74B;2014;Public Utilities;Electric Utilities: Central
TRTL;Terrapin 3 Acquisition Corporation;9.84;$261.68M;2014;Finance;Business Services
TRTLU;Terrapin 3 Acquisition Corporation;9.96;$184.26M;2014;Finance;Business Services
TRTLW;Terrapin 3 Acquisition Corporation;0.38;n/a;2014;Finance;Business Services
TBNK;Territorial Bancorp Inc.;27.64;$267.56M;2009;Finance;Savings Institutions
TSRO;TESARO, Inc.;48.63;$1.95B;2012;Health Care;Major Pharmaceuticals
TESO;Tesco Corporation;7.33;$285.91M;n/a;Energy;Metal Fabrications
TSLA;Tesla Motors, Inc.;229.95;$30.11B;2010;Capital Goods;Auto Manufacturing
TESS;TESSCO Technologies Incorporated;19.33;$159.92M;1994;Consumer Non-Durables;Electronic Components
TSRA;Tessera Technologies, Inc.;31.69;$1.62B;2003;Technology;Semiconductors
TTEK;Tetra Tech, Inc.;26.24;$1.55B;1991;Consumer Services;Military/Government/Technical
TLOG;TetraLogic Pharmaceuticals Corporation;1.45;$35.92M;2013;Health Care;Major Pharmaceuticals
TTPH;Tetraphase Pharmaceuticals, Inc.;9.92;$362.5M;2013;Health Care;Major Pharmaceuticals
TCBI;Texas Capital Bancshares, Inc.;49;$2.25B;2003;Finance;Major Banks
TCBIL;Texas Capital Bancshares, Inc.;24.6;n/a;n/a;Finance;Major Banks
TCBIP;Texas Capital Bancshares, Inc.;24.8869;$149.32M;n/a;Finance;Major Banks
TCBIW;Texas Capital Bancshares, Inc.;38.61;n/a;n/a;Finance;Major Banks
TXN;Texas Instruments Incorporated;55.61;$56.41B;n/a;Technology;Semiconductors
TXRH;Texas Roadhouse, Inc.;35.34;$2.48B;2004;Consumer Services;Restaurants
TFSL;TFS Financial Corporation;18.69;$5.42B;n/a;Finance;Savings Institutions
TGTX;TG Therapeutics, Inc.;11.68;$613.43M;n/a;Health Care;Major Pharmaceuticals
ABCO;The Advisory Board Company;49.07;$2.06B;2001;Consumer Services;Other Consumer Services
ANDE;The Andersons, Inc.;32.02;$896.56M;n/a;Consumer Services;Farming/Seeds/Milling
TBBK;The Bancorp, Inc.;6.4;$241.65M;n/a;Finance;Major Banks
BONT;The Bon-Ton Stores, Inc.;2.09;$44.16M;1991;Consumer Services;Department/Specialty Retail Stores
CG;The Carlyle Group L.P.;15.68;$5.08B;2012;Finance;Investment Managers
CAKE;The Cheesecake Factory Incorporated;46.86;$2.3B;1992;Consumer Services;Restaurants
CHEF;The Chefs&#39;;;;;
TCFC;The Community Financial Corporation;21.42;$100.9M;n/a;Finance;Major Banks
DSGX;The Descartes Systems Group Inc.;19.74;$1.5B;n/a;Technology;Computer Software: Prepackaged Software
DXYN;The Dixie Group, Inc.;5.92;$94.76M;n/a;Consumer Durables;Home Furnishings
ENSG;The Ensign Group, Inc.;45.6;$1.17B;2007;Health Care;Hospital/Nursing Management
XONE;The ExOne Company;11.55;$167.76M;2013;Capital Goods;Industrial Machinery/Components
FINL;The Finish Line, Inc.;18.39;$824.72M;1992;Consumer Services;Clothing/Shoe/Accessory Stores
FBMS;The First Bancshares, Inc.;18.13;$97.96M;n/a;Finance;Major Banks
FLIC;The First of Long Island Corporation;30.87;$435.4M;n/a;Finance;Major Banks
TFM;The Fresh Market, Inc.;24.24;$1.14B;2010;Consumer Services;Food Chains
GT;The Goodyear Tire & Rubber Company;32.29;$8.68B;n/a;Consumer Durables;Automotive Aftermarket
HABT;The Habit Restaurants, Inc.;23.51;$611.29M;2014;Consumer Services;Restaurants
HCKT;The Hackett Group, Inc.;16.01;$470.42M;n/a;Consumer Services;Professional Services
HAIN;The Hain Celestial Group, Inc.;41.04;$4.23B;n/a;Consumer Non-Durables;Packaged Foods
CUBA;The Herzfeld Caribbean Basin Fund, Inc.;6.99;$39.14M;n/a;n/a;n/a
INTG;The Intergroup Corporation;28.065;$66.93M;n/a;Consumer Services;Building operators
JYNT;The Joint Corp.;5.7;$56.47M;2014;Miscellaneous;Multi-Sector Companies
KEYW;The KEYW Holding Corporation;5.97;$238.41M;2010;Technology;EDP Services
KHC;The Kraft Heinz Company;72.93;$88.5B;n/a;Consumer Non-Durables;Packaged Foods
MDCO;The Medicines Company;36.38;$2.53B;2000;Health Care;Major Pharmaceuticals
MIK;The Michaels Companies, Inc.;21.88;$4.57B;2014;Consumer Services;Recreational Products/Toys
MIDD;The Middleby Corporation;108.13;$6.2B;n/a;Technology;Industrial Machinery/Components
NAVG;The Navigators Group, Inc.;85.51;$1.23B;1986;Finance;Property-Casualty Insurers
STKS;The ONE Group Hospitality, Inc.;2.74;$68.42M;n/a;Consumer Services;Restaurants
PCLN;The Priceline Group Inc. ;1277.49;$63.6B;1999;Miscellaneous;Business Services
PRSC;The Providence Service Corporation;48.71;$748.85M;2003;Consumer Services;Transportation Services
BITE;The Restaurant ETF;24.43;n/a;n/a;n/a;n/a
RMR;The RMR Group Inc.;13.32;$412.92M;n/a;Consumer Services;Professional Services
SPNC;The Spectranetics Corporation;15.42;$657.46M;1992;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
ULTI;The Ultimate Software Group, Inc.;195.69;$5.61B;1998;Technology;Computer Software: Prepackaged Software
YORW;The York Water Company;25.59;$327.34M;n/a;Public Utilities;Water Supply
NCTY;The9 Limited;3.68;$105.98M;2004;Miscellaneous;Business Services
TBPH;Theravance Biopharma, Inc.;16.9;$639.48M;n/a;Health Care;Major Pharmaceuticals
THRX;Theravance, Inc.;10.44;$1.23B;2004;Health Care;Major Pharmaceuticals
TST;TheStreet, Inc.;1.61;$56.14M;n/a;Consumer Services;Newspapers/Magazines
TCRD;THL Credit, Inc.;10.98;$366.05M;2010;n/a;n/a
THLD;Threshold Pharmaceuticals, Inc.;0.5042;$36.03M;2005;Health Care;Major Pharmaceuticals
THTI;THT Heat Transfer Technology, Inc.;0.5001;$10.23M;n/a;Capital Goods;Metal Fabrications
TICC;TICC Capital Corp.;5.99;$359.33M;2003;n/a;n/a
TTS;Tile Shop Hldgs, Inc.;16.1;$827.16M;n/a;Consumer Services;Home Furnishings
TIL;Till Capital Ltd.;3.9637;$13.59M;n/a;Finance;Property-Casualty Insurers
TSBK;Timberland Bancorp, Inc.;12.15;$84.98M;n/a;Finance;Banks
TIPT;Tiptree Financial Inc.;6.5;$279.68M;n/a;Finance;Specialty Insurers
TITN;Titan Machinery Inc.;10.23;$220.7M;2007;Consumer Services;Other Specialty Stores
TTNP;Titan Pharmaceuticals, Inc.;4.6;$92.27M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
TIVO;TiVo Inc.;8.66;$847.33M;1999;Consumer Services;Television Services
TMUS;T-Mobile US, Inc.;39.26;$32.04B;n/a;Public Utilities;Telecommunications Equipment
TMUSP;T-Mobile US, Inc.;67.74;n/a;n/a;Public Utilities;Telecommunications Equipment
TBRA;Tobira Therapeutics, Inc.;9.44;$177.57M;2013;Health Care;Major Pharmaceuticals
TKAI;Tokai Pharmaceuticals, Inc.;9.26;$209.13M;2014;Health Care;Major Pharmaceuticals
TNXP;Tonix Pharmaceuticals Holding Corp.;6.58;$123.91M;n/a;Health Care;Major Pharmaceuticals
TISA;Top Image Systems, Ltd.;3.17;$56.78M;1996;Technology;Computer peripheral equipment
TOPS;TOP Ships Inc.;0.3249;$6.76M;n/a;Transportation;Marine Transportation
TORM          ;TOR Minerals International Inc;4.7999;$14.47M;1988;Basic Industries;Major Chemicals
TRCH;Torchlight Energy Resources, Inc.;0.99;$30.93M;n/a;Energy;Oil & Gas Production
